"source_path","source_sha256","source_revision","function_name","classification","matlab_signature","matlab_arguments","optional_arguments","default_arguments","output_arity","variable_output_arity","output_arity_semantics","output_names","output_semantics","documentation_url","author_annotation","declared_dependencies","unresolved_declared_dependencies","inferred_dependencies","upstream_calls","external_toolboxes","sparse_support","sparse_primitives","densification","direct_rng_calls","uses_global_rng_via","random_behavior","mathematical_category","proposed_julia_name","proposed_julia_signature","compatibility_alias","implementation_status","test_status","documentation_status","benchmark_status","license_provenance_status","review_status","review_notes","known_numerical_or_semantic_ambiguities","line_count"
"BreuerState.m","fb87a6ab722fd5a7974801721e78b3ad28652dad07d2510ed4f97605f7409cfb","d8589610f00cff106537268dee2e2a1153f3a601","BreuerState","public","function breuer_state = BreuerState(dim, lambda)","dim;lambda","","","1","false","exactly_1_outputs","breuer_state","Produces a Breuer state of even dimension >= 2","http://www.qetlab.com/BreuerState","Vincent Russo (vrusso@uwaterloo.ca) Nathaniel Johnston (nathaniel@njohnston.ca)","MaxEntangled;SymmetricProjection","","MaxEntangled;SymmetricProjection","MaxEntangled;SymmetricProjection","","explicit","sparse;speye","none_detected","","","deterministic_no_direct_or_transitive_rng_calls_detected","quantum_states","breuer_state","breuer_state(dim, lambda; sparse_output=true)","BreuerState","verified","local_psd_trace_sparse_wrapper_and_octave_fixture_tests_pass_matlab_not_run","api_docstring_focused_page_and_migration_mapping_present","not_started","qetlab-bsd-2-clause-license-verified","manually_reviewed_tier_b_mapping","Even dimension and convex weight are validated without clipping.;Function-specific Octave/QETLAB evidence is supplemental and MATLAB was not run.","","36"
"CBNorm.m","04c2dd5cfe2fb6d1864b51b58fd8028018eb3a4c53fe8a6d9b9933f05d931d2c","d8589610f00cff106537268dee2e2a1153f3a601","CBNorm","public","function cb = CBNorm(Phi,varargin)","Phi;varargin","DIM","DIM=has both subsystems of equal dimension","1","false","exactly_1_outputs","cb","Computes the completely bounded norm of a superoperator","http://www.qetlab.com/CBNorm","Nathaniel Johnston (nathaniel@njohnston.ca), based on an algorithm by John Watrous","ApplyMap;ChoiMatrix;ComplementaryMap;CVX;DiamondNorm;DualMap;iden;IsCP;IsHermPreserving;IsPSD;KrausOperators;MaxEntangled;opt_args;PermuteSystems;Swap","","DiamondNorm;DualMap;KrausOperators","ApplyMap;ChoiMatrix;ComplementaryMap;DiamondNorm;DualMap;iden;IsCP;IsHermPreserving;IsPSD;KrausOperators;MaxEntangled;opt_args;PermuteSystems;Swap","CVX","not_declared","","none_detected","","","deterministic_no_direct_or_transitive_rng_calls_detected","quantum_channels_and_maps","cb_norm","cb_norm(map; backend=NoOptimizationBackend(), kwargs...) -> ChannelNormResult","CBNorm","verified","local-124-native-21-compatibility-74-hypatia-scs-and-122-source-free-octave-oracle-assertions-pass-on-julia-1.10-and-1.12_matlab-not-run","native-docstring_channel-optimization-guide_api-reference_migration-and-status-bound-certificate-contracts-present","local_quick_analytic_smoke_recorded","qetlab-bsd-2-clause-license-verified","source_reviewed_2026_07_29","Analytic completely-positive, scalar-algebra, and zero-map branches are separated from residual-checked Hypatia/SCS bounds, limits, missing backends, and failures.;The native function applies finite-dimensional Hilbert-Schmidt duality and delegates to the same solver-neutral Watrous diamond-norm model, retaining adjoint provenance in its result.","CVX solver status and failure semantics require an explicit Julia design;MATLAB varargin/default semantics require manual review","38"
"ChannelDistinguishability.m","dc579aefa18c9cfb11c2975e0191b93dfaaf930664b76b05b54021e38c8155f5","d8589610f00cff106537268dee2e2a1153f3a601","ChannelDistinguishability","public","function dist = ChannelDistinguishability(Phi,Psi,varargin)","Phi;Psi;varargin","P;DIM","P=[1/2, 1/2];DIM=tries to guess the input and output dimensions of PHI,PSI","1","false","exactly_1_outputs","dist","Computes the maximum probability of distinguishing two quantum channels","http://www.qetlab.com/ChannelDistinguishability","Nathaniel Johnston (nathaniel@njohnston.ca)","ApplyMap;ChoiMatrix;ComplementaryMap;CVX;DiamondNorm;DualMap;iden;IsCP;IsHermPreserving;IsPSD;KrausOperators;MaxEntangled;opt_args;PermuteSystems;Swap","","ChoiMatrix;DiamondNorm;opt_args;superoperator_dims","ApplyMap;ChoiMatrix;ComplementaryMap;DiamondNorm;DualMap;iden;IsCP;IsHermPreserving;IsPSD;KrausOperators;MaxEntangled;opt_args;PermuteSystems;superoperator_dims;Swap","CVX","not_declared","","none_detected","","","deterministic_no_direct_or_transitive_rng_calls_detected","quantum_channels_and_maps","channel_distinguishability","channel_distinguishability(first_map, second_map; priors=(1/2,1/2), backend=NoOptimizationBackend(), kwargs...) -> ChannelDistinguishabilityResult","ChannelDistinguishability","verified","local-124-native-21-compatibility-74-hypatia-scs-and-122-source-free-octave-oracle-assertions-pass-on-julia-1.10-and-1.12_matlab-not-run","native-docstring_channel-optimization-guide_api-reference_migration-and-upstream-probability-defect-contracts-present","local_quick_analytic_smoke_recorded","qetlab-bsd-2-clause-license-verified","source_reviewed_2026_07_29","Both channels are validated as CP and exactly trace preserving outside numerical boundaries; finite nonnegative priors must sum to one and are never silently normalized.;The native result implements the full channel Holevo--Helstrom probability (p1+p2+norm)/2, correcting the pinned non-deterministic branch that returns only the weighted diamond norm.","CVX solver status and failure semantics require an explicit Julia design;MATLAB varargin/default semantics require manual review","65"
"ChessboardState.m","76f4edea990b0762a07e0ccba65dc7298a33d099293812e126709d30d60f487c","d8589610f00cff106537268dee2e2a1153f3a601","ChessboardState","public","function rho = ChessboardState(a,b,c,d,m,n,varargin)","a;b;c;d;m;n;varargin","S;T","S=A*conj(C)/conj(N);T=A*D/M","1","false","exactly_1_outputs","rho","Produces a chessboard state","http://www.qetlab.com/ChessboardState","Nathaniel Johnston (nathaniel@njohnston.ca)","IsPPT;IsPSD;opt_args;PartialTranspose;PermuteSystems","","IsPPT;opt_args","IsPPT;IsPSD;opt_args;PartialTranspose;PermuteSystems","","not_declared","","none_detected","","","deterministic_no_direct_or_transitive_rng_calls_detected","quantum_states","chessboard_state","chessboard_state(a, b, c, d, m, n; s=nothing, t=nothing)","ChessboardState","verified","local_psd_trace_complex_parameter_wrapper_and_octave_fixture_tests_pass_matlab_not_run","api_docstring_focused_page_and_migration_mapping_present","not_started","qetlab-bsd-2-clause-license-verified","manually_reviewed_tier_b_mapping","Function-specific Octave/QETLAB evidence is supplemental and MATLAB was not run.;The constructor establishes PSD by construction but does not issue an implicit PPT verdict for arbitrary parameters.","MATLAB varargin/default semantics require manual review","47"
"ChoiMap.m","994ca66b38b0518a902f657539603bfebb0c4398ae8219805c726f8ad18804b9","d8589610f00cff106537268dee2e2a1153f3a601","ChoiMap","public","function C = ChoiMap(varargin)","varargin","A;B;C","A=1;B=1;C=0 (the usual Choi map)","1","false","exactly_1_outputs","C","Produces the Choi map or one of its generalizations","http://www.qetlab.com/ChoiMap","Nathaniel Johnston (nathaniel@njohnston.ca)","iden;MaxEntangled;opt_args","","MaxEntangled;opt_args","iden;MaxEntangled;opt_args","","not_declared","","none_detected","","","deterministic_no_direct_or_transitive_rng_calls_detected","quantum_channels_and_maps","choi_map","choi_map(a=1, b=1, c=0)","ChoiMap","verified","local_formula_general_map_wrapper_and_octave_fixture_tests_pass_matlab_not_run","api_docstring_and_migration_mapping_present","not_started","qetlab-bsd-2-clause-license-verified","manually_reviewed_tier_c_mapping","Local formula/application, invalid-parameter, wrapper, and supplemental Octave/QETLAB fixture tests pass; MATLAB was not run.;The compatibility wrapper returns the raw QETLAB Choi matrix.;The native constructor returns a typed sparse general-map representation and does not infer or claim complete positivity.","MATLAB varargin/default semantics require manual review","31"
"ChoiMatrix.m","5f5be4284995768aafe7b9adc256996ccac7253b93f7bfb88e471badf7634ce9","d8589610f00cff106537268dee2e2a1153f3a601","ChoiMatrix","public","function C = ChoiMatrix(Phi,varargin)","Phi;varargin","SYS","SYS=2","1","false","exactly_1_outputs","C","Computes the Choi matrix of a superoperator","http://www.qetlab.com/ChoiMatrix","Nathaniel Johnston (nathaniel@njohnston.ca)","ApplyMap;iden;MaxEntangled;opt_args;PartialMap;PermuteSystems;sporth;superoperator_dims","","MaxEntangled;opt_args;PartialMap;superoperator_dims","ApplyMap;iden;MaxEntangled;opt_args;PartialMap;PermuteSystems;sporth;superoperator_dims","","explicit","issparse","explicit_full_call","","","deterministic_no_direct_or_transitive_rng_calls_detected","quantum_channels_and_maps","choi_matrix","choi_matrix(map::AbstractMapRepresentation)","ChoiMatrix","verified","local_two_sided_rectangular_sys_raw_early_return_sparse_and_invalid_branch_tests_pass_matlab_not_run","complete_native-compatibility-docstrings_general-map-guide_and-migration-contract-present","local_general-operator-sum-to-choi-quick-smoke-case-present","qetlab-bsd-2-clause-license-verified","manually_reviewed_wp1_mapping","Local convention, exact, sparse, raw-copy, rectangular, invalid-input, and Julia 1.10 tests pass; MATLAB/QETLAB differential execution was not run for the newly completed branches.;Numeric Choi input is copied before SYS validation exactly as in the pinned early-return branch; unsupported factor-cell widths are rejected instead of being misinterpreted.;The compatibility wrapper covers one- and two-column factor cells and independently permutes rectangular row and column tensor factors for SYS=1; SYS=2 retains the package's unnormalized input-first convention.","calls full(...); densification conditions and size limits require review;MATLAB varargin/default semantics require manual review","47"
"CliqueNumber.m","dc99fa9c91a6e2be985881a3598013347acf63b42fb59303b48d8e0aac6a1eff","d8589610f00cff106537268dee2e2a1153f3a601","CliqueNumber","public","function [ub,lb] = CliqueNumber(A,varargin)","A;varargin","K;MODE","K=0;MODE='sos'","2","false","exactly_2_outputs","ub;lb","Bounds the clique number (i.e., maximum size of a clique) of a graph","http://www.qetlab.com/CliqueNumber","Nathaniel Johnston (nathaniel@njohnston.ca)","","","CopositivePolynomial;opt_args;PolynomialOptimize;PolynomialSOS","CopositivePolynomial;opt_args;PolynomialOptimize;PolynomialSOS","","not_declared","","none_detected","","PolynomialOptimize;PolynomialSOS","implicit_matlab_global_rng_transitive_via:PolynomialOptimize,PolynomialSOS","polynomial_optimization","clique_number_bounds","clique_number_bounds(rng::AbstractRNG, adjacency; hierarchy=:sos, backend=NoOptimizationBackend(), level=0, inner_samples=0, limits=OptimizationLimits(), kwargs...) -> CliqueNumberResult","CliqueNumber","verified","local-183-native-21-compatibility-60-hypatia-scs-and-80-source-free-octave-oracle-assertions-pass-on-julia-1.10-and-1.12_plus-1099-exhaustive-graphs_matlab-and-cvx-not-run","native-and-compatibility-docstrings_copositivity-clique-guide_api-reference_migration_and-certified-graph-evidence-contracts-present","local_quick_certified-cycle-bounds-smoke-recorded","qetlab-bsd-2-clause-license-verified","source_reviewed_and_completed_wp8_2026_07_30","Exact branches precede polynomial construction, including guarded 38-vertex edgeless and complete graphs. Exhaustive comparison covers all 1099 labeled graphs through five vertices.;Exact graph-theoretic lower and upper bounds retain an owned clique plus independently inspectable edge-count, maximum-degree, and proper-coloring evidence. Floating hierarchy values never tighten the certified integer upper bound.;The mandatory RNG and exact sample count replace upstream global, wall-clock-dependent sampling. Matrix, clique/coloring work, polynomial, model, sample, certificate-bit, and dense-allocation budgets are explicit.","behavior depends on MATLAB input/output arity;MATLAB varargin/default semantics require manual review;transitively uses implicit MATLAB global RNG via PolynomialOptimize, PolynomialSOS","69"
"CoherenceRank.m","aec14921ea91cdebd1c10d2b2f02f8fa21cb6ef1fe22dee36d527b911dd5b717","d8589610f00cff106537268dee2e2a1153f3a601","CoherenceRank","public","function cohRank = CoherenceRank(v, varargin)","v;varargin","TOL;BASIS","TOL=1e-10;BASIS=standard basis","1","false","exactly_1_outputs","cohRank","Calculates the coherence rank of a pure state","http://www.qetlab.com/CoherenceRank","Benjamin Talbot","opt_args","","opt_args","opt_args","","explicit","speye","none_detected","","","deterministic_no_direct_or_transitive_rng_calls_detected","quantum_coherence","coherence_rank","coherence_rank(state; basis=nothing, atol=nothing, rtol=nothing, allow_densify=false)","CoherenceRank","verified","local_definition_tolerance_basis_generic_sparse_wrapper_and_reviewed_discrepancy_octave_fixtures_pass_matlab_not_run","api_docstring_focused_page_migration_mapping_and_upstream_discrepancy_present","local_quick_smoke_recorded","qetlab-bsd-2-clause-license-verified","manually_reviewed_tier_e_mapping_with_intentional_upstream_bug_fix","QETLAB's documentation defines coherence rank as the number of nonzero basis coefficients, but the pinned implementation increments its counter for coefficients at or below tolerance.;The committed Octave/QETLAB fixture records both buggy upstream outputs and the independently tested Julia definition; MATLAB was not run.;The native API and compatibility entry point follow the documented mathematical definition and intentionally do not reproduce the zero-counting bug.","MATLAB varargin/default semantics require manual review","53"
"Commutant.m","cfa81a3475cfb35b34aa1c859f0e5e3a44bb875b7aaa38c7fca94b48f3d1f4a0","d8589610f00cff106537268dee2e2a1153f3a601","Commutant","public","function C = Commutant(A)","A","","","1","false","exactly_1_outputs","C","Computes the commutant of a set of matrices","http://www.qetlab.com/Commutant","Nathaniel Johnston (nathaniel@njohnston.ca)","opt_args;PartialTranspose;PermuteSystems;spnull;Swap","","PartialTranspose;spnull;Swap","opt_args;PartialTranspose;PermuteSystems;spnull;Swap","","explicit","issparse;speye","explicit_full_call","","","deterministic_no_direct_or_transitive_rng_calls_detected","quantum_information_miscellaneous","commutant","commutant(matrices; atol=0, rtol=nothing, allow_densify=false, max_entries=10000000, max_work=1000000000)","Commutant","verified","local_dimension_residual_orthonormality_basis-change-invariance_full-algebra_diagonal_block_multiple-generator_numeric-type_sparse-policy_budget-invalid-and-wrapper-tests-pass_matlab-not-run","native_docstring_matrix-analysis_and_migration-contract-present","local_quick_smoke_recorded","qetlab-bsd-2-clause-license-verified","source_reviewed_2026_07_29","MATLABCompat.Commutant delegates to the native calculation and restores sparse output storage when every generator is sparse.;Sparse generators are assembled sparsely but require explicit bounded densification for the dependency-free SVD; Float32, Float64, and complex counterparts are supported while BigFloat is rejected without down-conversion.;The Julia implementation stacks column-major Kronecker commutators and returns a nonunique Hilbert-Schmidt-orthonormal matrix basis; tests compare dimensions, residuals, and subspace projectors rather than basis entries.","calls full(...); densification conditions and size limits require review","40"
"ComplementaryMap.m","a33de2ef96ed27994a0496e3de0464ce0f579710672d608210f34332aa944a75","d8589610f00cff106537268dee2e2a1153f3a601","ComplementaryMap","public","function PhiC = ComplementaryMap(Phi,varargin)","Phi;varargin","DIM","DIM=has input and output of equal dimension","1","false","exactly_1_outputs","PhiC","Computes the complementary map of a superoperator","http://www.qetlab.com/ComplementaryMap","Nathaniel Johnston (nathaniel@njohnston.ca)","ApplyMap;ChoiMatrix;iden;IsCP;IsHermPreserving;IsPSD;KrausOperators;MaxEntangled;opt_args;PermuteSystems;sporth;superoperator_dims;Swap","","ChoiMatrix;KrausOperators;superoperator_dims;Swap","ApplyMap;ChoiMatrix;iden;IsCP;IsHermPreserving;IsPSD;KrausOperators;MaxEntangled;opt_args;PermuteSystems;sporth;superoperator_dims;Swap","","not_declared","","none_detected","","","deterministic_no_direct_or_transitive_rng_calls_detected","quantum_channels_and_maps","complementary_channel","complementary_channel(map::AbstractMapRepresentation; atol=0, rtol=sqrt(eps(T)), allow_densify=false)","ComplementaryMap","verified","local_cp-dilation_paired-rectangular-input_exact-generic-sparse_representation-kind_invalid-output_and-compatibility-tests-pass_matlab-not-run","complete_native-compatibility-docstrings_general-map-guide_and-migration-contract-present","local_paired-rectangular-input-square-output-direct-quick-smoke-case-present","qetlab-bsd-2-clause-license-verified","manually_reviewed_wp1_mapping","Kraus and paired-factor inputs preserve the supplied dilation, including redundant environment dimensions; Choi and superoperator inputs use the structured canonical decomposition and retain their representation kind.;Local trace-formula reconstruction, exact, generic, sparse, dilation, wrapper-shape, invalid-output, and Julia 1.10 tests pass; MATLAB/QETLAB differential execution was not run.;Paired complements support rectangular input operator spaces when the output operator space is square. Unequal output row and column dimensions are rejected intentionally because no shared environment index exists; the pinned cell2mat/mat2cell path fails on those dimensions.","MATLAB varargin/default semantics require manual review","50"
"CompoundMatrix.m","83099626aa7e5d8ba64c782604864c8ab335335a0e717b624e5de546b05d6da8","d8589610f00cff106537268dee2e2a1153f3a601","CompoundMatrix","public","function comp = CompoundMatrix(A, r)","A;r","","","1","false","exactly_1_outputs","comp","Computes the r-th (multiplicative) compound matrix of a given matrix","https://qetlab.com/CompoundMatrix","Benjamin Talbot and Nathaniel Johnston","","","AntisymmetricProjection;Tensor","AntisymmetricProjection;Tensor","MATLAB Symbolic Math Toolbox","not_declared","","none_detected","","","deterministic_no_direct_or_transitive_rng_calls_detected","linear_algebra_and_matrix_analysis","compound_matrix","compound_matrix(matrix, order; sparse_output=issparse(matrix))","CompoundMatrix","verified","local_exact_cauchy-binet_rectangular_sparse_overflow_invalid_wrapper_and-reviewed-shape-discrepancy-octave-tests-pass_matlab_not_run","api_docstrings_focused_page_and_migration_mapping_present","local_quick_smoke_recorded","qetlab-bsd-2-clause-license-verified","manually_reviewed_tier_e_mapping_with-native-mathematical-shape-and-pinned-compatibility-shape","Local Cauchy--Binet, exact, sparse, wrapper, benchmark, and reviewed Octave shape-discrepancy tests pass; MATLAB was not run.;MATLABCompat.CompoundMatrix preserves pinned QETLAB's 0-by-0 result when order exceeds min(m,n); orders with values use checked exact minor arithmetic and explicit sparse selection.;The native API retains binomial(m,order)-by-binomial(n,order) exterior-map shapes, including a zero-by-nonzero result when the order exceeds only one rectangular dimension.","","50"
"Concurrence.m","436128a7383690e6bdbd717c9f801cbb5d87514a4006f706167578ce548d4e14","d8589610f00cff106537268dee2e2a1153f3a601","Concurrence","public","function c = Concurrence(rho)","rho","","","1","false","exactly_1_outputs","c","Computes the concurrence of a 2-qubit state","http://www.qetlab.com/Concurrence","Nathaniel Johnston (nathaniel@njohnston.ca)","Pauli;pure_to_mixed","","Pauli;pure_to_mixed","Pauli;pure_to_mixed","","not_declared","","none_detected","","","deterministic_no_direct_or_transitive_rng_calls_detected","entanglement","concurrence","concurrence(state; atol=nothing, rtol=nothing, allow_densify=false)","Concurrence","verified","local_pure_mixed_analytic_validation_wrapper_and_octave_fixture_tests_pass_matlab_not_run","api_docstring_migration_and_entanglement_semantics_docs_present","local_quick_smoke_recorded","qetlab-bsd-2-clause-license-verified","manually_reviewed_tier_d_mapping","Both native methods and the compatibility wrapper implement Wootters concurrence only for normalized two-qubit pure vectors or 4 x 4 density matrices.;Inputs are validated and never normalized, repaired, or clipped; the defining max(candidate, 0) remains part of the mathematical formula.;Local analytic, invalid-input, wrapper, benchmark, and supplemental Octave/QETLAB fixture tests pass; MATLAB was not run.","","29"
"CopositivePolynomial.m","4814f9bfbfe4379b725035c1a6c9d60652216278b20e74bdc745c148ca0544bb","d8589610f00cff106537268dee2e2a1153f3a601","CopositivePolynomial","public","function p = CopositivePolynomial(C)","C","","","1","false","exactly_1_outputs","p","Creates a homogenous polynomial whose non-negativity is equivalent to copositivity of a given matrix","http://www.qetlab.com/CopositivePolynomial","Nathaniel Johnston (nathaniel@njohnston.ca)","","","exp2ind","exp2ind","","not_declared","","none_detected","","","deterministic_no_direct_or_transitive_rng_calls_detected","polynomial_optimization","copositive_polynomial","copositive_polynomial(matrix; max_terms=100000)","CopositivePolynomial","verified","local_exact_sparse_symmetry_finiteness_overflow_wrapper_and-julia-1.10-tests-pass_matlab-not-run","dedicated_numeric-contract-api-docstring-and-migration-mapping-present","local_quick_smoke_recorded","qetlab-bsd-2-clause-license-verified","source_reviewed_and_implemented_2026_07_30","Real square finite exactly symmetric input is required. The pinned routine's silent (C+C')/2 repair is intentionally rejected.;The focused 181-assertion polynomial suite passes on Julia 1.12.6 and 1.10.11. MATLAB was not run.;The native result is an owned homogeneous polynomial in a documented fixed weak-composition order; exact and sparse coefficient types are retained.","","32"
"DephasingChannel.m","5eb7c1787cbfdb8047aa178e933c347c14341043022ab8f1d34503fb92a82708","d8589610f00cff106537268dee2e2a1153f3a601","DephasingChannel","public","function delta = DephasingChannel(dim,varargin)","dim;varargin","P","P=0","1","false","exactly_1_outputs","delta","Produces a dephasing channel","http://www.qetlab.com/DephasingChannel","Nathaniel Johnston (nathaniel@njohnston.ca)","iden;MaxEntangled;opt_args","","MaxEntangled;opt_args","iden;MaxEntangled;opt_args","","not_declared","","none_detected","","","deterministic_no_direct_or_transitive_rng_calls_detected","quantum_channels_and_maps","dephasing_channel","dephasing_channel(dim, p=0)","DephasingChannel","verified","local_native_physical_range_wrapper_raw_parameter_and_octave_fixture_tests_pass_matlab_not_run","api_docstring_and_migration_mapping_present","not_started","qetlab-bsd-2-clause-license-verified","manually_reviewed_tier_c_mapping","Local analytic, physicality, sparse, wrapper, and supplemental Octave/QETLAB fixture tests pass; MATLAB was not run.;The compatibility wrapper returns the raw sparse QETLAB Choi formula for every finite real p, including values outside the physical range.;The native physical constructor enforces the complete-positivity range -1/(dim-1) <= p <= 1 without clipping.","MATLAB varargin/default semantics require manual review","28"
"DepolarizingChannel.m","7d722e2aaea4f1e9c459e5407b1303618d9b1f78d9ec0cda8ee3e25560fb9618","d8589610f00cff106537268dee2e2a1153f3a601","DepolarizingChannel","public","function delta = DepolarizingChannel(dim,varargin)","dim;varargin","P","P=0","1","false","exactly_1_outputs","delta","Produces a depolarizing channel","http://www.qetlab.com/DepolarizingChannel","Nathaniel Johnston (nathaniel@njohnston.ca)","iden;MaxEntangled;opt_args","","MaxEntangled;opt_args","iden;MaxEntangled;opt_args","","explicit","speye","none_detected","","","deterministic_no_direct_or_transitive_rng_calls_detected","quantum_channels_and_maps","depolarizing_channel","depolarizing_channel(dim, p=0)","DepolarizingChannel","verified","local_native_physical_range_wrapper_raw_parameter_and_octave_fixture_tests_pass_matlab_not_run","api_docstring_and_migration_mapping_present","not_started","qetlab-bsd-2-clause-license-verified","manually_reviewed_tier_c_mapping","Local analytic, physicality, sparse, wrapper, and supplemental Octave/QETLAB fixture tests pass; MATLAB was not run.;The compatibility wrapper returns the raw sparse QETLAB Choi formula for every finite real p, including values outside the physical range.;The native physical constructor enforces the complete-positivity range -1/(dim^2-1) <= p <= 1 without clipping.","MATLAB varargin/default semantics require manual review","28"
"DiamondNorm.m","a26804a1acf940b90a90d0b1fc67874cc30c0b075285ceb51849b3a0ffeccbb3","d8589610f00cff106537268dee2e2a1153f3a601","DiamondNorm","public","function dn = DiamondNorm(Phi,varargin)","Phi;varargin","DIM","DIM=has both subsystems of equal dimension","1","false","exactly_1_outputs","dn","Computes the diamond norm of a superoperator","http://www.qetlab.com/DiamondNorm","Nathaniel Johnston (nathaniel@njohnston.ca), based on an algorithm by John Watrous","ApplyMap;ChoiMatrix;ComplementaryMap;CVX;DualMap;iden;IsCP;IsHermPreserving;IsPSD;KrausOperators;MaxEntangled;opt_args;PermuteSystems;Swap","","ApplyMap;ChoiMatrix;DualMap;IsCP;KrausOperators;opt_args;PartialTrace","ApplyMap;ChoiMatrix;ComplementaryMap;DualMap;iden;IsCP;IsHermPreserving;IsPSD;KrausOperators;MaxEntangled;opt_args;PartialTrace;PermuteSystems;Swap","CVX","explicit","speye","none_detected","","","deterministic_no_direct_or_transitive_rng_calls_detected","quantum_channels_and_maps","diamond_norm","diamond_norm(map; backend=NoOptimizationBackend(), kwargs...) -> ChannelNormResult","DiamondNorm","verified","local-124-native-21-compatibility-74-hypatia-scs-and-122-source-free-octave-oracle-assertions-pass-on-julia-1.10-and-1.12_matlab-not-run","native-docstring_channel-optimization-guide_api-reference_migration-and-model-resource-contracts-present","local_quick_analytic-and-model_smokes_recorded","qetlab-bsd-2-clause-license-verified","source_reviewed_2026_07_29","A package-owned Watrous primal SDP supports square input/output algebras, unequal dimensions, and general two-sided map representations without a core solver dependency.;Exact zero/scalar and established completely-positive shortcuts are certified separately from numerical matching bounds; sparse densification, Choi growth, variables, PSD blocks, and solver work are explicitly guarded.","CVX solver status and failure semantics require an explicit Julia design;MATLAB varargin/default semantics require manual review","83"
"DickeState.m","6b4af46870c820b67c4be33f31acd49ea5ce2c5da4d039fec26cabc3e1326127","d8589610f00cff106537268dee2e2a1153f3a601","DickeState","public","function dicke_state = DickeState(N,varargin)","N;varargin","K;NRML","K=1;NRML=1","1","false","exactly_1_outputs","dicke_state","Generates a Dicke state","http://www.qetlab.com/DickeState","Vincent Russo (vrusso@uwaterloo.ca) Nathaniel Johnston (nathaniel@njohnston.ca)","opt_args;TensorSum","","opt_args;TensorSum","opt_args;TensorSum","","explicit","speye","none_detected","","","deterministic_no_direct_or_transitive_rng_calls_detected","quantum_states","dicke_state","dicke_state(parties, excitations=1; normalized=true, sparse_output=true, T=Float64)","DickeState","verified","local_combinatorial_normalization_sparse_wrapper_and_octave_fixture_tests_pass_matlab_not_run","api_docstring_focused_page_and_migration_mapping_present","not_started","qetlab-bsd-2-clause-license-verified","manually_reviewed_tier_b_mapping","Function-specific Octave/QETLAB evidence is supplemental and MATLAB was not run.;The implementation directly constructs the sparse fixed-excitation basis support.","MATLAB varargin/default semantics require manual review","82"
